,tweet,label,tweet_tokens_result,tweet_tokens_clean,tweet_tokens_clean2,string_clean
25,"sebelum ruupks di sahkan banyak skali terjadi pelecehan seksual baik yg nampak maupun tdk nampak di media. klu hanya wakil negara yg koar koar doang mana nyampe di masyarakat keseluruhan, musti ada penggerak untuk memutus tali kekerasan seksual itu. orang2 yg peduli salah satunya",not urgent,"['sebelum', 'ruupks', 'di', 'sahkan', 'banyak', 'skali', 'terjadi', 'pelecehan', 'seksual', 'baik', 'yg', 'nampak', 'maupun', 'tdk', 'nampak', 'di', 'media', 'klu', 'hanya', 'wakil', 'negara', 'yg', 'koar', 'koar', 'doang', 'mana', 'nyampe', 'di', 'masyarakat', 'keseluruhan', 'musti', 'ada', 'penggerak', 'untuk', 'memutus', 'tali', 'kekerasan', 'seksual', 'itu', 'orang', 'yg', 'peduli', 'salah', 'satunya']","['ruupks', 'pelecehan', 'seksual', 'nampak', 'nampak', 'koar', 'koar', 'doang', 'masyarakat', 'penggerak', 'memutus', 'tali', 'kekerasan', 'seksual', 'orang', 'peduli', 'salah', 'satunya']","['ruupks', 'leceh', 'seksual', 'nampak', 'nampak', 'koar', 'koar', 'doang', 'masyarakat', 'gerak', 'putus', 'tali', 'keras', 'seksual', 'orang', 'peduli', 'salah', 'satu']",ruupks leceh seksual nampak nampak koar koar doang masyarakat gerak putus tali keras seksual orang peduli salah satu
26,"dugaan pelecehan seksual dari hotman paris, iqlima kim ngaku diajak ciuman hingga tidur bareng  https://t.co/oy53o3l1pe",urgent,"['dugaan', 'pelecehan', 'seksual', 'dari', 'hotman', 'paris', 'iqlima', 'kim', 'ngaku', 'diajak', 'ciuman', 'hingga', 'tidur', 'bareng']","['dugaan', 'pelecehan', 'seksual', 'ngaku', 'diajak', 'ciuman', 'tidur', 'bareng']","['duga', 'leceh', 'seksual', 'ngaku', 'ajak', 'cium', 'tidur', 'bareng']",duga leceh seksual ngaku ajak cium tidur bareng
27,"@sigit_ngapak @rfshaa_ @scrxnb kalau untuk bagian perempuan agar bisa lebih menjaga dirinya sendiri dengan mempelajari bela diri, itu memang benar. tapi, laki-laki juga harus ikut serta menundukan pandangannya. semuanya harus ikut andil dalam pencegahan k",not urgent,"['ngapak', 'kalau', 'untuk', 'bagian', 'perempuan', 'agar', 'bisa', 'lebih', 'menjaga', 'dirinya', 'sendiri', 'dengan', 'mempelajari', 'bela', 'diri', 'itu', 'memang', 'benar', 'tapi', 'lakilaki', 'juga', 'harus', 'ikut', 'serta', 'menundukan', 'pandangannya', 'semuanya', 'harus', 'ikut', 'andil', 'dalam', 'pencegahan']","['perempuan', 'menjaga', 'mempelajari', 'bela', 'menundukan', 'pandangannya', 'pencegahan']","['perempuan', 'jaga', 'ajar', 'bela', 'tunduk', 'pandang', 'cegah']",perempuan jaga ajar bela tunduk pandang cegah
28,"hotman paris diduga lakukan pelecehan seksual, iqlima kim: begitu menolak, dimaki-maki #hotmanparis via @jpnncom  https://t.co/iqe6xaao6v  ancaman enggak ada, tetapi begitu menolak keinginan beliau dimaki-maki, ucap iqlima. tak hanya itu, dia bahkan mengaku pernah ditampar karena menolak permintaan hotman paris. aku menolak salah satu ajakan dari beliau pipi aku ditampar, mungkin menurut beliau hal sepele dan biasa beliau ketawa-tawa, kata iqlima kim.
",urgent,"['hotman', 'paris', 'diduga', 'lakukan', 'pelecehan', 'seksual', 'iqlima', 'kim', 'begitu', 'menolak', 'dimakimaki', 'via', 'ancaman', 'enggak', 'ada', 'tetapi', 'begitu', 'menolak', 'keinginan', 'beliau', 'dimakimaki', 'ucap', 'iqlima', 'tak', 'hanya', 'itu', 'dia', 'bahkan', 'mengaku', 'pernah', 'ditampar', 'karena', 'menolak', 'permintaan', 'hotman', 'paris', 'aku', 'menolak', 'salah', 'satu', 'ajakan', 'dari', 'beliau', 'pipi', 'aku', 'ditampar', 'mungkin', 'menurut', 'beliau', 'hal', 'sepele', 'dan', 'biasa', 'beliau', 'ketawatawa', 'kata', 'iqlima', 'kim']","['diduga', 'lakukan', 'pelecehan', 'seksual', 'menolak', 'dimakimaki', 'ancaman', 'menolak', 'beliau', 'dimakimaki', 'mengaku', 'ditampar', 'menolak', 'permintaan', 'menolak', 'salah', 'ajakan', 'beliau', 'pipi', 'ditampar', 'beliau', 'sepele', 'beliau', 'ketawatawa']","['duga', 'laku', 'leceh', 'seksual', 'tolak', 'dimakimaki', 'ancam', 'tolak', 'beliau', 'dimakimaki', 'aku', 'tampar', 'tolak', 'minta', 'tolak', 'salah', 'aja', 'beliau', 'pipi', 'tampar', 'beliau', 'sepele', 'beliau', 'ketawatawa']",duga laku leceh seksual tolak dimakimaki ancam tolak beliau dimakimaki aku tampar tolak minta tolak salah aja beliau pipi tampar beliau sepele beliau ketawatawa
29,"""cewe sangean scare the shit outta me, itu knp w putus sama mantan gw, dia pernah coba raba raba paha dan maksa mau melorotin resleting celana gw, tp ya klo gw spill ini sbg tindakan pelecehan seksual, masyarakat apa bakal dukung gw?? malah yg ada ntar gw dikatain homo lu ye-",urgent,"['cewe', 'sangean', 'scare', 'the', 'shit', 'outta', 'me', 'itu', 'knp', 'putus', 'sama', 'mantan', 'gw', 'dia', 'pernah', 'coba', 'raba', 'raba', 'paha', 'dan', 'maksa', 'mau', 'melorotin', 'resleting', 'celana', 'gw', 'tp', 'ya', 'klo', 'gw', 'spill', 'ini', 'sbg', 'tindakan', 'pelecehan', 'seksual', 'masyarakat', 'apa', 'bakal', 'dukung', 'gw', 'malah', 'yg', 'ada', 'ntar', 'gw', 'dikatain', 'homo', 'lu', 'ye']","['cewe', 'sangean', 'scare', 'shit', 'coba', 'raba', 'raba', 'paha', 'maksa', 'melorotin', 'resleting', 'celana', 'tindakan', 'pelecehan', 'seksual', 'masyarakat', 'dukung', 'dikatain', 'homo']","['cewe', 'sangean', 'scare', 'shit', 'coba', 'raba', 'raba', 'paha', 'maksa', 'melorotin', 'resleting', 'celana', 'tindak', 'leceh', 'seksual', 'masyarakat', 'dukung', 'dikatain', 'homo']",cewe sangean scare shit coba raba raba paha maksa melorotin resleting celana tindak leceh seksual masyarakat dukung dikatain homo
30,"w pernah anjing, kena pelecehan seksual dijalan sama temen w. jadi ceritanya habis nongkrong pulang jam 11 an malem, biasanya di smg tu jam segitu masih rame di jalan, kebetulan malem itu sepi. singkat cerita ni cowo kontol awalnya w sama temen ngiranya ojol yg kesasar kan nah - singkat cerita, w tolak kan itu. g mau kasih username ig, trus tbtb dia nyalip dan sambil coli anjinggggggg. tp w ga liat si untungnya. yg liat temen w karena yg depan temen w. sampe w trauma njjr keluar malem. habistu w g prnh keluar malem lagi. cowo ky gini tu biadap sih aslii",not urgent,"['pernah', 'anjing', 'kena', 'pelecehan', 'seksual', 'dijalan', 'sama', 'temen', 'jadi', 'ceritanya', 'habis', 'nongkrong', 'pulang', 'jam', 'an', 'malem', 'biasanya', 'di', 'smg', 'tu', 'jam', 'segitu', 'masih', 'rame', 'di', 'jalan', 'kebetulan', 'malem', 'itu', 'sepi', 'singkat', 'cerita', 'ni', 'cowo', 'kontol', 'awalnya', 'sama', 'temen', 'ngiranya', 'ojol', 'yg', 'kesasar', 'kan', 'nah', 'singkat', 'cerita', 'tolak', 'kan', 'itu', 'mau', 'kasih', 'username', 'ig', 'trus', 'tbtb', 'dia', 'nyalip', 'dan', 'sambil', 'coli', 'anjinggggggg', 'tp', 'ga', 'liat', 'si', 'untungnya', 'yg', 'liat', 'temen', 'karena', 'yg', 'depan', 'temen', 'sampe', 'trauma', 'njjr', 'keluar', 'malem', 'habistu', 'prnh', 'keluar', 'malem', 'lagi', 'cowo', 'ky', 'gini', 'tu', 'biadap', 'sih', 'aslii']","['anjing', 'kena', 'pelecehan', 'seksual', 'dijalan', 'temen', 'ceritanya', 'habis', 'nongkrong', 'pulang', 'malem', 'segitu', 'rame', 'jalan', 'malem', 'sepi', 'singkat', 'cerita', 'cowo', 'kontol', 'temen', 'ngiranya', 'kesasar', 'singkat', 'cerita', 'tolak', 'kasih', 'nyalip', 'coli', 'liat', 'untungnya', 'liat', 'temen', 'temen', 'trauma', 'malem', 'habistu', 'prnh', 'malem', 'cowo', 'ky', 'biadap', 'aslii']","['anjing', 'kena', 'leceh', 'seksual', 'jalan', 'temen', 'cerita', 'habis', 'nongkrong', 'pulang', 'malem', 'segitu', 'rame', 'jalan', 'malem', 'sepi', 'singkat', 'cerita', 'cowo', 'kontol', 'temen', 'ngiranya', 'kesasar', 'singkat', 'cerita', 'tolak', 'kasih', 'nyalip', 'coli', 'liat', 'untung', 'liat', 'temen', 'temen', 'trauma', 'malem', 'habistu', 'prnh', 'malem', 'cowo', 'ky', 'biadap', 'asli']",anjing kena leceh seksual jalan temen cerita habis nongkrong pulang malem segitu rame jalan malem sepi singkat cerita cowo kontol temen ngiranya kesasar singkat cerita tolak kasih nyalip coli liat untung liat temen temen trauma malem habistu prnh malem cowo ky biadap asli
31," nder, kalau kamu gak nyaman, itu termasuk pelecehan seksual lhoo.. kepikiran trus di otak aku, aku merasa jijik banget. jadi aku punya pacar,
kita kenal lewat online, nah semalam ternayta dia lagi horny pas kita lagi
telponan. trus dia kayak coli. dia kayak nyuruh aku ngedesah sambil dia ngebayangin
lagi meremas payudara aku. aaa aku sampe kepikiran trus sama apa yang dia omongin.
aku harus gimana? kalo mau putusin, gimana cara bilangnya? 
 ",urgent,"['nder', 'kalau', 'kamu', 'gak', 'nyaman', 'itu', 'termasuk', 'pelecehan', 'seksual', 'lhoo', 'kepikiran', 'trus', 'di', 'otak', 'aku', 'aku', 'merasa', 'jijik', 'banget', 'jadi', 'aku', 'punya', 'pacar', 'kita', 'kenal', 'lewat', 'online', 'nah', 'semalam', 'ternayta', 'dia', 'lagi', 'horny', 'pas', 'kita', 'lagi', 'telponan', 'trus', 'dia', 'kayak', 'coli', 'dia', 'kayak', 'nyuruh', 'aku', 'ngedesah', 'sambil', 'dia', 'ngebayangin', 'lagi', 'meremas', 'payudara', 'aku', 'aaa', 'aku', 'sampe', 'kepikiran', 'trus', 'sama', 'apa', 'yang', 'dia', 'omongin', 'aku', 'harus', 'gimana', 'kalo', 'mau', 'putusin', 'gimana', 'cara', 'bilangnya']","['nyaman', 'pelecehan', 'seksual', 'kepikiran', 'otak', 'jijik', 'pacar', 'kenal', 'online', 'semalam', 'horny', 'telponan', 'kayak', 'coli', 'kayak', 'nyuruh', 'ngedesah', 'ngebayangin', 'meremas', 'payudara', 'aaa', 'kepikiran', 'omongin', 'gimana', 'putusin', 'gimana', 'bilangnya']","['nyaman', 'leceh', 'seksual', 'pikir', 'otak', 'jijik', 'pacar', 'kenal', 'online', 'malam', 'horny', 'telpon', 'kayak', 'coli', 'kayak', 'nyuruh', 'ngedesah', 'ngebayangin', 'remas', 'payudara', 'aaa', 'pikir', 'omongin', 'gimana', 'putusin', 'gimana', 'bilang']",nyaman leceh seksual pikir otak jijik pacar kenal online malam horny telpon kayak coli kayak nyuruh ngedesah ngebayangin remas payudara aaa pikir omongin gimana putusin gimana bilang
32,"kalo kalian mau bahas relevansi antara pakaian tertutup dan tidak tertutup dengan kasus pelecehan seksual, lebih baik baca yang ini.  pelaku salah, dan nggak ada dalih buat membenarkan.   https://t.co/g3k9wnpnnt  selama ini korban pelecehan seksual banyak disalahkan karena dianggap 'mengundang' aksi pelecehan dengan memakai baju seksi atau jalan sendiri di malam hari. tapi semua anggapan itu bisa dibantah dengan hasil survei ini. hasil survei ini jelas menunjukkan bahwa perempuan bercadar pun sering dilecehkan, bahkan pada siang hari,""
",not urgent,"['kalo', 'kalian', 'mau', 'bahas', 'relevansi', 'antara', 'pakaian', 'tertutup', 'dan', 'tidak', 'tertutup', 'dengan', 'kasus', 'pelecehan', 'seksual', 'lebih', 'baik', 'baca', 'yang', 'ini', 'pelaku', 'salah', 'dan', 'nggak', 'ada', 'dalih', 'buat', 'membenarkan', 'selama', 'ini', 'korban', 'pelecehan', 'seksual', 'banyak', 'disalahkan', 'karena', 'dianggap', 'mengundang', 'aksi', 'pelecehan', 'dengan', 'memakai', 'baju', 'seksi', 'atau', 'jalan', 'sendiri', 'di', 'malam', 'hari', 'tapi', 'semua', 'anggapan', 'itu', 'bisa', 'dibantah', 'dengan', 'hasil', 'survei', 'ini', 'hasil', 'survei', 'ini', 'jelas', 'menunjukkan', 'bahwa', 'perempuan', 'bercadar', 'pun', 'sering', 'dilecehkan', 'bahkan', 'pada', 'siang', 'hari']","['bahas', 'relevansi', 'pakaian', 'tertutup', 'tertutup', 'pelecehan', 'seksual', 'baca', 'pelaku', 'salah', 'dalih', 'membenarkan', 'korban', 'pelecehan', 'seksual', 'disalahkan', 'dianggap', 'mengundang', 'aksi', 'pelecehan', 'memakai', 'baju', 'seksi', 'jalan', 'malam', 'anggapan', 'dibantah', 'hasil', 'survei', 'hasil', 'survei', 'perempuan', 'bercadar', 'dilecehkan', 'siang']","['bahas', 'relevansi', 'pakai', 'tutup', 'tutup', 'leceh', 'seksual', 'baca', 'laku', 'salah', 'dalih', 'benar', 'korban', 'leceh', 'seksual', 'salah', 'anggap', 'undang', 'aksi', 'leceh', 'pakai', 'baju', 'seksi', 'jalan', 'malam', 'anggap', 'ban', 'hasil', 'survei', 'hasil', 'survei', 'perempuan', 'cadar', 'leceh', 'siang']",bahas relevansi pakai tutup tutup leceh seksual baca laku salah dalih benar korban leceh seksual salah anggap undang aksi leceh pakai baju seksi jalan malam anggap ban hasil survei hasil survei perempuan cadar leceh siang
33,"ini namanya pelecehan seksual her. istighfar lu bangkotan.   kamu kira, pakai kemeja dan celana ketat ke kantor nggak bikin banyak mata lapar?
aku pastiin kita ketemu lagi. dan di situ jangan harap kamu lepas. au jadiin kamu punyaku.
nangis - nangis keenakaan di bawahku.",urgent,"['ini', 'namanya', 'pelecehan', 'seksual', 'her', 'istighfar', 'lu', 'bangkotan', 'kamu', 'kira', 'pakai', 'kemeja', 'dan', 'celana', 'ketat', 'ke', 'kantor', 'nggak', 'bikin', 'banyak', 'mata', 'lapar', 'aku', 'pastiin', 'kita', 'ketemu', 'lagi', 'dan', 'di', 'situ', 'jangan', 'harap', 'kamu', 'lepas', 'au', 'jadiin', 'kamu', 'punyaku', 'nangis', 'nangis', 'keenakaan', 'di', 'bawahku']","['namanya', 'pelecehan', 'seksual', 'bangkotan', 'pakai', 'kemeja', 'celana', 'ketat', 'kantor', 'bikin', 'mata', 'lapar', 'pastiin', 'ketemu', 'situ', 'harap', 'lepas', 'jadiin', 'punyaku', 'nangis', 'nangis', 'keenakaan', 'bawahku']","['nama', 'leceh', 'seksual', 'bangkot', 'pakai', 'kemeja', 'celana', 'ketat', 'kantor', 'bikin', 'mata', 'lapar', 'pastiin', 'ketemu', 'situ', 'harap', 'lepas', 'jadiin', 'punya', 'nang', 'nang', 'keenakaan', 'bawah']",nama leceh seksual bangkot pakai kemeja celana ketat kantor bikin mata lapar pastiin ketemu situ harap lepas jadiin punya nang nang keenakaan bawah
34,"@robbyardi13 @seputartetangga orang kalo udah punya penyimpangan seksual, ga kenal tempat bang :( mau sesopan apapun orang berpakaian, mau laki-laki atau perempuan, ngga menjadi jaminan aman dr pelecehan:( semoga selalu dilindungi dr hal-hal seperti ini d",not urgent,"['orang', 'kalo', 'udah', 'punya', 'penyimpangan', 'seksual', 'ga', 'kenal', 'tempat', 'bang', 'mau', 'sesopan', 'apapun', 'orang', 'berpakaian', 'mau', 'lakilaki', 'atau', 'perempuan', 'ngga', 'menjadi', 'jaminan', 'aman', 'dr', 'pelecehan', 'semoga', 'selalu', 'dilindungi', 'dr', 'halhal', 'seperti', 'ini']","['orang', 'penyimpangan', 'seksual', 'kenal', 'sesopan', 'apapun', 'orang', 'berpakaian', 'perempuan', 'jaminan', 'aman', 'pelecehan', 'semoga', 'dilindungi']","['orang', 'simpang', 'seksual', 'kenal', 'sop', 'apa', 'orang', 'pakai', 'perempuan', 'jamin', 'aman', 'leceh', 'moga', 'lindung']",orang simpang seksual kenal sop apa orang pakai perempuan jamin aman leceh moga lindung
35,"@abykurniawannn hai! itu dia berkata kasar karena dia udh hampir nyerah dan dia mungkin ngelampiasinnya dgn berkata kasar. dibalik hal itu, apakah menurut anda pelecehan seksual pantas diterima oleh org yg berkata kasar?!",not urgent,"['hai', 'itu', 'dia', 'berkata', 'kasar', 'karena', 'dia', 'udh', 'hampir', 'nyerah', 'dan', 'dia', 'mungkin', 'ngelampiasinnya', 'dgn', 'berkata', 'kasar', 'dibalik', 'hal', 'itu', 'apakah', 'menurut', 'anda', 'pelecehan', 'seksual', 'pantas', 'diterima', 'oleh', 'org', 'yg', 'berkata', 'kasar']","['kasar', 'nyerah', 'ngelampiasinnya', 'kasar', 'dibalik', 'pelecehan', 'seksual', 'diterima', 'kasar']","['kasar', 'nyerah', 'ngelampiasinnya', 'kasar', 'balik', 'leceh', 'seksual', 'terima', 'kasar']",kasar nyerah ngelampiasinnya kasar balik leceh seksual terima kasar
36,@areajulid temen aku jg ada yg kena pelecehan seksual. katingnya cuma di skors dari himpunan. kesia skrg temen ku depresi sampe pen bundir beberapa kaliðÿ¤§,urgent,"['temen', 'aku', 'jg', 'ada', 'yg', 'kena', 'pelecehan', 'seksual', 'katingnya', 'cuma', 'di', 'skors', 'dari', 'himpunan', 'kesia', 'skrg', 'temen', 'ku', 'depresi', 'sampe', 'pen', 'bundir', 'beberapa', 'kali']","['temen', 'kena', 'pelecehan', 'seksual', 'himpunan', 'temen', 'depresi', 'kali']","['temen', 'kena', 'leceh', 'seksual', 'himpun', 'temen', 'depresi', 'kali']",temen kena leceh seksual himpun temen depresi kali
37,"@scrxnb pelecehan seksual di kantor lebih serem yaðÿ¥² semua kasus pelecehan emg serem"" bgt, tp kl dikampus biasanya kating"" organisasi ada yg mau bantu, tp kl di kantor banyak yg tutup mulut (ga semuanya jg). semoga kakanya lekas pulih mental dsbnyaaðÿ¥°",not urgent,"['pelecehan', 'seksual', 'di', 'kantor', 'lebih', 'serem', 'ya', 'semua', 'kasus', 'pelecehan', 'emg', 'serem', 'bgt', 'tp', 'kl', 'dikampus', 'biasanya', 'kating', 'organisasi', 'ada', 'yg', 'mau', 'bantu', 'tp', 'kl', 'di', 'kantor', 'banyak', 'yg', 'tutup', 'mulut', 'ga', 'semuanya', 'jg', 'semoga', 'kakanya', 'lekas', 'pulih', 'mental', 'dsbnyaa']","['pelecehan', 'seksual', 'kantor', 'serem', 'pelecehan', 'serem', 'dikampus', 'organisasi', 'bantu', 'kantor', 'tutup', 'mulut', 'semoga', 'lekas', 'pulih', 'mental']","['leceh', 'seksual', 'kantor', 'rem', 'leceh', 'rem', 'kampus', 'organisasi', 'bantu', 'kantor', 'tutup', 'mulut', 'moga', 'lekas', 'pulih', 'mental']",leceh seksual kantor rem leceh rem kampus organisasi bantu kantor tutup mulut moga lekas pulih mental
38,"@eudaimonia7_ @your_littleluv @amsalfoje @shabrinaf_ jadi inget kasus pelecehan seksual di masjid. crossdress pake mukena, terus noel pantat cewek waktu sujud.",urgent,"['littleluv', 'jadi', 'inget', 'kasus', 'pelecehan', 'seksual', 'di', 'masjid', 'crossdress', 'pake', 'mukena', 'terus', 'noel', 'pantat', 'cewek', 'waktu', 'sujud']","['inget', 'pelecehan', 'seksual', 'masjid', 'crossdress', 'pake', 'mukena', 'noel', 'pantat', 'cewek']","['inget', 'leceh', 'seksual', 'masjid', 'crossdress', 'pake', 'mukena', 'noel', 'pantat', 'cewek']",inget leceh seksual masjid crossdress pake mukena noel pantat cewek
39,"aku aja sering mainin titid adikku ketika dia tertidur hihi, rasanya lucu2 gimana
gitu, tapi bukan karna nafsu ya, cewe2 yang punya adik cowo pasti pernah",urgent,"['aku', 'aja', 'sering', 'mainin', 'titid', 'adikku', 'ketika', 'dia', 'tertidur', 'hihi', 'rasanya', 'lucu', 'gimana', 'gitu', 'tapi', 'bukan', 'karna', 'nafsu', 'ya', 'cewe', 'yang', 'punya', 'adik', 'cowo', 'pasti', 'pernah']","['mainin', 'titid', 'adikku', 'tertidur', 'lucu', 'gimana', 'nafsu', 'cewe', 'cowo']","['mainin', 'titid', 'adik', 'tidur', 'lucu', 'gimana', 'nafsu', 'cewe', 'cowo']",mainin titid adik tidur lucu gimana nafsu cewe cowo
40,kasus pelecehan di kampusku. bener-bener fucked up sih. anak lpm dikepung di sekret sama anak ukm yg menaungi pelaku. disuruh td artikel terkait pelecehan seksual yg emg dilakukan oleh anggota ukm tsb.,not urgent,"['kasus', 'pelecehan', 'di', 'kampusku', 'benerbener', 'fucked', 'up', 'sih', 'anak', 'lpm', 'dikepung', 'di', 'sekret', 'sama', 'anak', 'ukm', 'yg', 'menaungi', 'pelaku', 'disuruh', 'td', 'artikel', 'terkait', 'pelecehan', 'seksual', 'yg', 'emg', 'dilakukan', 'oleh', 'anggota', 'ukm', 'tsb']","['pelecehan', 'kampusku', 'anak', 'dikepung', 'anak', 'menaungi', 'pelaku', 'disuruh', 'artikel', 'terkait', 'pelecehan', 'seksual']","['leceh', 'kampus', 'anak', 'kepung', 'anak', 'taung', 'laku', 'suruh', 'artikel', 'kait', 'leceh', 'seksual']",leceh kampus anak kepung anak taung laku suruh artikel kait leceh seksual
41,@hopeless1945 @manusiabiawak @commuterline ya itu pelecehan seksual buat yang jadi objeknya dia loh mas. entah dia liat siapa. apalagi tempat umum,not urgent,"['ya', 'itu', 'pelecehan', 'seksual', 'buat', 'yang', 'jadi', 'objeknya', 'dia', 'loh', 'mas', 'entah', 'dia', 'liat', 'siapa', 'apalagi', 'tempat', 'umum']","['pelecehan', 'seksual', 'objeknya', 'liat']","['leceh', 'seksual', 'objek', 'liat']",leceh seksual objek liat
42,"ternyata gk sedikit dari perempuan2 yang bicara tentang pelecehan seksual, mereka mengalaminya, sebagai korban, dan setiap mau cerita, pasti ada embel2nya ""aku gk cerita ini kesiapa2"" dengan alasan takut disalahin dan malu juga.",urgent,"['ternyata', 'gk', 'sedikit', 'dari', 'perempuan', 'yang', 'bicara', 'tentang', 'pelecehan', 'seksual', 'mereka', 'mengalaminya', 'sebagai', 'korban', 'dan', 'setiap', 'mau', 'cerita', 'pasti', 'ada', 'embelnya', 'aku', 'gk', 'cerita', 'ini', 'kesiapa', 'dengan', 'alasan', 'takut', 'disalahin', 'dan', 'malu', 'juga']","['perempuan', 'bicara', 'pelecehan', 'seksual', 'mengalaminya', 'korban', 'cerita', 'embelnya', 'cerita', 'kesiapa', 'alasan', 'takut', 'disalahin', 'malu']","['perempuan', 'bicara', 'leceh', 'seksual', 'alam', 'korban', 'cerita', 'embel', 'cerita', 'siapa', 'alas', 'takut', 'disalahin', 'malu']",perempuan bicara leceh seksual alam korban cerita embel cerita siapa alas takut disalahin malu
43,yuk belajar menahan nafsu seksual di tempat umum. tindakan masturbasi di depan umum sudah termasuk pelecehan seksual. salurkan nafsu seksual teman-teman di tempat tertutup yah.,urgent,"['yuk', 'belajar', 'menahan', 'nafsu', 'seksual', 'di', 'tempat', 'umum', 'tindakan', 'masturbasi', 'di', 'depan', 'umum', 'sudah', 'termasuk', 'pelecehan', 'seksual', 'salurkan', 'nafsu', 'seksual', 'temanteman', 'di', 'tempat', 'tertutup', 'yah']","['belajar', 'menahan', 'nafsu', 'seksual', 'tindakan', 'masturbasi', 'pelecehan', 'seksual', 'salurkan', 'nafsu', 'seksual', 'tertutup']","['ajar', 'tahan', 'nafsu', 'seksual', 'tindak', 'masturbasi', 'leceh', 'seksual', 'salur', 'nafsu', 'seksual', 'tutup']",ajar tahan nafsu seksual tindak masturbasi leceh seksual salur nafsu seksual tutup
44,"patut diwaspadai, ini 8 jenis pelecehan seksual yang sering terjadi di dunia maya #serbaserbi  https://t.co/hzaqr79yah  https://t.co/f9xitzycnd",not urgent,"['patut', 'diwaspadai', 'ini', 'jenis', 'pelecehan', 'seksual', 'yang', 'sering', 'terjadi', 'di', 'dunia', 'maya']","['patut', 'diwaspadai', 'jenis', 'pelecehan', 'seksual', 'dunia', 'maya']","['patut', 'waspada', 'jenis', 'leceh', 'seksual', 'dunia', 'maya']",patut waspada jenis leceh seksual dunia maya
45,"hmmm berarti au au yang menceritakan boss yang merkosa pegawainya trus jadi daddy sama baby gitu, pelecehan seksual  juga dong? wkwkw",urgent,"['hmmm', 'berarti', 'au', 'au', 'yang', 'menceritakan', 'boss', 'yang', 'merkosa', 'pegawainya', 'trus', 'jadi', 'daddy', 'sama', 'baby', 'gitu', 'pelecehan', 'seksual', 'juga', 'dong', 'wkwkw']","['menceritakan', 'merkosa', 'pelecehan', 'seksual']","['cerita', 'merkosa', 'leceh', 'seksual']",cerita merkosa leceh seksual
46,"@ssaaffffff ga habis pikir aku sama yang kayak gitu. padahal trauma pelecehan seksual bisa bertahun-tahun, ga logis banget korban mau nikah sama pelaku. berinteraksi tanpa rasa takut aja susah.   nah iya ini minor nih yany bebal dikasih tauu, emg sekarang",urgent,"['ga', 'habis', 'pikir', 'aku', 'sama', 'yang', 'kayak', 'gitu', 'padahal', 'trauma', 'pelecehan', 'seksual', 'bisa', 'bertahuntahun', 'ga', 'logis', 'banget', 'korban', 'mau', 'nikah', 'sama', 'pelaku', 'berinteraksi', 'tanpa', 'rasa', 'takut', 'aja', 'susah', 'nah', 'iya', 'ini', 'minor', 'nih', 'yany', 'bebal', 'dikasih', 'tauu', 'emg', 'sekarang']","['habis', 'pikir', 'kayak', 'trauma', 'pelecehan', 'seksual', 'bertahuntahun', 'logis', 'korban', 'nikah', 'pelaku', 'berinteraksi', 'takut', 'susah', 'iya', 'minor', 'bebal', 'dikasih']","['habis', 'pikir', 'kayak', 'trauma', 'leceh', 'seksual', 'bertahuntahun', 'logis', 'korban', 'nikah', 'laku', 'interaksi', 'takut', 'susah', 'iya', 'minor', 'bebal', 'kasih']",habis pikir kayak trauma leceh seksual bertahuntahun logis korban nikah laku interaksi takut susah iya minor bebal kasih
47,"@areajulid gak pantas jadi pengacara, baik udah lulus kuliah hukum atau belum. maaf kalau saya ngomong gini. bayangin aja kalau misalnya kita/dia di posisi korban. pelecehan seksual yang dilakukan pelaku bukan secara 'spontan'. sampai korbannya sepuluh or",not urgent,"['gak', 'pantas', 'jadi', 'pengacara', 'baik', 'udah', 'lulus', 'kuliah', 'hukum', 'atau', 'belum', 'maaf', 'kalau', 'saya', 'ngomong', 'gini', 'bayangin', 'aja', 'kalau', 'misalnya', 'kitadia', 'di', 'posisi', 'korban', 'pelecehan', 'seksual', 'yang', 'dilakukan', 'pelaku', 'bukan', 'secara', 'spontan', 'sampai', 'korbannya', 'sepuluh', 'or']","['hukum', 'maaf', 'ngomong', 'bayangin', 'posisi', 'korban', 'pelecehan', 'seksual', 'pelaku', 'spontan', 'korbannya']","['hukum', 'maaf', 'ngomong', 'bayangin', 'posisi', 'korban', 'leceh', 'seksual', 'laku', 'spontan', 'korban']",hukum maaf ngomong bayangin posisi korban leceh seksual laku spontan korban
48,meromantisasi pelecehan seksual. unfaedah skli ya author nya,not urgent,"['meromantisasi', 'pelecehan', 'seksual', 'unfaedah', 'skli', 'ya', 'author', 'nya']","['meromantisasi', 'pelecehan', 'seksual']","['meromantisasi', 'leceh', 'seksual']",meromantisasi leceh seksual
